organisationName,gridReference,year,taxonName,taxonGroup
Biological Records Centre,NT2873,2006,Pieris rapae,Butterfly
Biological Records Centre,NT2873,2006,Pieris rapae,Butterfly
Biological Records Centre,NT2873,2006,Pieris rapae,Butterfly
Biological Records Centre,NT2873,2006,Pieris rapae,Butterfly
Biological Records Centre,NT2873,2006,Pieris rapae,Butterfly
Butterfly Conservation,NT2873,2006,Pieris rapae,Butterfly
Butterfly Conservation,NT2873,2006,Pieris rapae,Butterfly
Butterfly Conservation,NT2873,2006,Pieris rapae,Butterfly
Butterfly Conservation,NT2773,2006,Vanessa cardui,Butterfly
Butterfly Conservation,NT2872,2006,Pieris rapae,Butterfly
Butterfly Conservation,NT2873,2006,Pieris rapae,Butterfly
Butterfly Conservation,NT2873,2006,Pieris rapae,Butterfly
Biological Records Centre,NT2570,2006,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2570,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2570,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2570,2006,Pieris brassicae,Butterfly
Biological Records Centre,NT2570,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2570,2006,Pieris brassicae,Butterfly
Biological Records Centre,NT2570,2006,Aglais urticae,Butterfly
Biological Records Centre,NT2570,2006,Aglais urticae,Butterfly
Biological Records Centre,NT2570,2006,Pieris brassicae,Butterfly
Biological Records Centre,NT2570,2006,Maniola jurtina,Butterfly
Butterfly Conservation,NT2570,2006,Maniola jurtina,Butterfly
Butterfly Conservation,NT2570,2006,Aglais urticae,Butterfly
Butterfly Conservation,NT2570,2006,Pieris brassicae,Butterfly
Butterfly Conservation,NT2570,2006,Maniola jurtina,Butterfly
Butterfly Conservation,NT2570,2006,Maniola jurtina,Butterfly
Butterfly Conservation,NT2570,2006,Lycaena phlaeas,Butterfly
Butterfly Conservation,NT2570,2006,Aglais urticae,Butterfly
Butterfly Conservation,NT2570,2006,Maniola jurtina,Butterfly
Butterfly Conservation,NT2570,2006,Pieris brassicae,Butterfly
Butterfly Conservation,NT2570,2006,Pieris brassicae,Butterfly
Biological Records Centre,NT2673,2006,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2673,2006,Vanessa cardui,Butterfly
Biological Records Centre,NT2673,2006,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2673,2006,Pieris rapae,Butterfly
Biological Records Centre,NT2673,2006,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2673,2006,Vanessa atalanta,Butterfly
Biological Records Centre,NT2673,2006,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2673,2006,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2673,2006,Pieris rapae,Butterfly
Biological Records Centre,NT2673,2006,Aglais io,Butterfly
Butterfly Conservation,NT2673,2006,Lycaena phlaeas,Butterfly
Butterfly Conservation,NT2773,2006,Vanessa atalanta,Butterfly
Butterfly Conservation,NT2773,2006,Pieris rapae,Butterfly
Butterfly Conservation,NT2673,2006,Lycaena phlaeas,Butterfly
Butterfly Conservation,NT2773,2006,Aglais io,Butterfly
Butterfly Conservation,NT2673,2006,Pieris rapae,Butterfly
Biological Records Centre,NT2673,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2673,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2673,2006,Aglais urticae,Butterfly
Biological Records Centre,NT2673,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2673,2006,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2673,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2673,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2673,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2673,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2673,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2873,2006,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2873,2006,Hipparchia semele,Butterfly
Biological Records Centre,NT2873,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2873,2006,Polyommatus icarus,Butterfly
Biological Records Centre,NT2873,2006,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2873,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2873,2006,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2873,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2873,2006,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2873,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2873,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2873,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2873,2006,Polyommatus icarus,Butterfly
Biological Records Centre,NT2873,2006,Polyommatus icarus,Butterfly
Butterfly Conservation,NT2872,2006,Polyommatus icarus,Butterfly
Butterfly Conservation,NT2873,2006,Hipparchia semele,Butterfly
Butterfly Conservation,NT2873,2006,Lycaena phlaeas,Butterfly
Butterfly Conservation,NT2873,2006,Polyommatus icarus,Butterfly
Butterfly Conservation,NT2872,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2673,2006,Coenonympha pamphilus,Butterfly
Biological Records Centre,NT2673,2006,Aglais urticae,Butterfly
Biological Records Centre,NT2673,2006,Aglais urticae,Butterfly
Biological Records Centre,NT2673,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2673,2006,Polyommatus icarus,Butterfly
Biological Records Centre,NT2673,2006,Aglais urticae,Butterfly
Biological Records Centre,NT2673,2006,Polyommatus icarus,Butterfly
Biological Records Centre,NT2673,2006,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2673,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2673,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2673,2006,Polyommatus icarus,Butterfly
Biological Records Centre,NT2673,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2673,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2673,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2673,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2673,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2673,2006,Hipparchia semele,Butterfly
Biological Records Centre,NT2673,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2773,2006,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2773,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2773,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2773,2006,Hipparchia semele,Butterfly
Biological Records Centre,NT2673,2006,Hipparchia semele,Butterfly
Biological Records Centre,NT2673,2006,Hipparchia semele,Butterfly
Biological Records Centre,NT2773,2006,Polyommatus icarus,Butterfly
Biological Records Centre,NT2673,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2673,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2773,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2773,2006,Polyommatus icarus,Butterfly
Biological Records Centre,NT2673,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2773,2006,Hipparchia semele,Butterfly
Biological Records Centre,NT2673,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2773,2006,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2773,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2773,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2673,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2773,2006,Hipparchia semele,Butterfly
Biological Records Centre,NT2673,2006,Hipparchia semele,Butterfly
Biological Records Centre,NT2773,2006,Hipparchia semele,Butterfly
Biological Records Centre,NT2673,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2673,2006,Hipparchia semele,Butterfly
Biological Records Centre,NT2673,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2673,2006,Hipparchia semele,Butterfly
Biological Records Centre,NT2673,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2673,2006,Hipparchia semele,Butterfly
Biological Records Centre,NT2773,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2773,2006,Polyommatus icarus,Butterfly
Biological Records Centre,NT2673,2006,Aglais io,Butterfly
Biological Records Centre,NT2773,2006,Aglais urticae,Butterfly
Biological Records Centre,NT2773,2006,Hipparchia semele,Butterfly
Biological Records Centre,NT2773,2006,Aglais urticae,Butterfly
Biological Records Centre,NT2773,2006,Coenonympha pamphilus,Butterfly
Biological Records Centre,NT2773,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2773,2006,Hipparchia semele,Butterfly
Biological Records Centre,NT2773,2006,Coenonympha pamphilus,Butterfly
Biological Records Centre,NT2773,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2773,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2773,2006,Polyommatus icarus,Butterfly
Biological Records Centre,NT2773,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2773,2006,Aglais urticae,Butterfly
Biological Records Centre,NT2773,2006,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2673,2006,Hipparchia semele,Butterfly
Biological Records Centre,NT2673,2006,Polyommatus icarus,Butterfly
Biological Records Centre,NT2673,2006,Hipparchia semele,Butterfly
Butterfly Conservation,NT2274,2006,Pieris rapae,Butterfly
Butterfly Conservation,NT2773,2006,Maniola jurtina,Butterfly
Butterfly Conservation,NT2773,2006,Polyommatus icarus,Butterfly
Butterfly Conservation,NT2673,2006,Hipparchia semele,Butterfly
Butterfly Conservation,NT2773,2006,Hipparchia semele,Butterfly
Butterfly Conservation,NT2672,2006,Aglais io,Butterfly
Butterfly Conservation,NT2773,2006,Hipparchia semele,Butterfly
Butterfly Conservation,NT2673,2006,Hipparchia semele,Butterfly
Butterfly Conservation,NT2773,2006,Hipparchia semele,Butterfly
Butterfly Conservation,NT2773,2006,Aglais urticae,Butterfly
Butterfly Conservation,NT2773,2006,Hipparchia semele,Butterfly
Butterfly Conservation,NT2673,2006,Hipparchia semele,Butterfly
Butterfly Conservation,NT2773,2006,Lycaena phlaeas,Butterfly
Butterfly Conservation,NT2773,2006,Hipparchia semele,Butterfly
Butterfly Conservation,NT2773,2006,Coenonympha pamphilus,Butterfly
Butterfly Conservation,NT2673,2006,Aphantopus hyperantus,Butterfly
Butterfly Conservation,NT2773,2006,Lycaena phlaeas,Butterfly
Butterfly Conservation,NT2773,2006,Aglais urticae,Butterfly
Butterfly Conservation,NT2773,2006,Polyommatus icarus,Butterfly
Butterfly Conservation,NT2773,2006,Hipparchia semele,Butterfly
Butterfly Conservation,NT2773,2006,Hipparchia semele,Butterfly
Butterfly Conservation,NT2672,2006,Hipparchia semele,Butterfly
Butterfly Conservation,NT2773,2006,Aglais urticae,Butterfly
Butterfly Conservation,NT2673,2006,Aglais urticae,Butterfly
Butterfly Conservation,NT2673,2006,Aglais urticae,Butterfly
Butterfly Conservation,NT2772,2006,Hipparchia semele,Butterfly
Butterfly Conservation,NT2773,2006,Polyommatus icarus,Butterfly
Butterfly Conservation,NT2673,2006,Aphantopus hyperantus,Butterfly
Butterfly Conservation,NT2673,2006,Aphantopus hyperantus,Butterfly
Butterfly Conservation,NT2773,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2873,2006,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2873,2006,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2873,2006,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2873,2006,Lycaena phlaeas,Butterfly
Butterfly Conservation,NT2872,2006,Lycaena phlaeas,Butterfly
Butterfly Conservation,NT2873,2006,Lycaena phlaeas,Butterfly
Butterfly Conservation,NT2873,2006,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2873,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2873,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2873,2006,Polyommatus icarus,Butterfly
Biological Records Centre,NT2873,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2873,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2873,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2873,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2873,2006,Aglais urticae,Butterfly
Biological Records Centre,NT2873,2006,Polyommatus icarus,Butterfly
Biological Records Centre,NT2873,2006,Polyommatus icarus,Butterfly
Biological Records Centre,NT2873,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2873,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2873,2006,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2873,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2873,2006,Polyommatus icarus,Butterfly
Biological Records Centre,NT2873,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2873,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2873,2006,Aglais io,Butterfly
Biological Records Centre,NT2873,2006,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2873,2006,Aglais io,Butterfly
Biological Records Centre,NT2873,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2873,2006,Vanessa atalanta,Butterfly
Biological Records Centre,NT2873,2006,Aphantopus hyperantus,Butterfly
Butterfly Conservation,NT2873,2006,Maniola jurtina,Butterfly
Butterfly Conservation,NT2873,2006,Vanessa atalanta,Butterfly
Butterfly Conservation,NT2872,2006,Maniola jurtina,Butterfly
Butterfly Conservation,NT2873,2006,Lycaena phlaeas,Butterfly
Butterfly Conservation,NT2873,2006,Aglais io,Butterfly
Butterfly Conservation,NT2873,2006,Polyommatus icarus,Butterfly
Butterfly Conservation,NT2872,2006,Aglais io,Butterfly
Butterfly Conservation,NT2873,2006,Polyommatus icarus,Butterfly
Butterfly Conservation,NT2670,2006,Anthocharis cardamines,Butterfly
Butterfly Conservation,NT2670,2006,Pieris napi,Butterfly
Butterfly Conservation,NT2773,2006,Hipparchia semele,Butterfly
Butterfly Conservation,NT2773,2006,Hipparchia semele,Butterfly
Biological Records Centre,NT2570,2006,Pieris rapae,Butterfly
Biological Records Centre,NT2570,2006,Pieris rapae,Butterfly
Biological Records Centre,NT2570,2006,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2570,2006,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2570,2006,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2570,2006,Pieris rapae,Butterfly
Biological Records Centre,NT2570,2006,Pieris rapae,Butterfly
Butterfly Conservation,NT2570,2006,Pieris rapae,Butterfly
Butterfly Conservation,NT2570,2006,Lycaena phlaeas,Butterfly
Butterfly Conservation,NT2570,2006,Pieris rapae,Butterfly
Butterfly Conservation,NT2072,2006,Celastrina argiolus,Butterfly
Butterfly Conservation,NT2170,2006,Aglais io,Butterfly
Butterfly Conservation,NT2274,2006,Anthocharis cardamines,Butterfly
Biological Records Centre,NT2570,2006,Pieris napi,Butterfly
Biological Records Centre,NT2570,2006,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2570,2006,Pieris rapae,Butterfly
Biological Records Centre,NT2570,2006,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2570,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2570,2006,Pieris rapae,Butterfly
Biological Records Centre,NT2570,2006,Coenonympha pamphilus,Butterfly
Biological Records Centre,NT2570,2006,Maniola jurtina,Butterfly
Biological Records Centre,NT2570,2006,Hipparchia semele,Butterfly
Butterfly Conservation,NT2570,2006,Maniola jurtina,Butterfly
Butterfly Conservation,NT2570,2006,Aphantopus hyperantus,Butterfly
Butterfly Conservation,NT2570,2006,Hipparchia semele,Butterfly
Butterfly Conservation,NT2773,2006,Hipparchia semele,Butterfly
Butterfly Conservation,NT2570,2006,Pieris napi,Butterfly
Butterfly Conservation,NT2570,2006,Pieris rapae,Butterfly
Butterfly Conservation,NT2570,2006,Maniola jurtina,Butterfly
Butterfly Conservation,NT2570,2006,Coenonympha pamphilus,Butterfly
Butterfly Conservation,NT2575,2006,Pieris rapae,Butterfly
Biological Records Centre,NT2873,2007,Lycaena phlaeas,Butterfly
Butterfly Conservation,NT2873,2007,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2773,2007,Aglais io,Butterfly
Biological Records Centre,NT2773,2007,Aglais urticae,Butterfly
Biological Records Centre,NT2773,2007,Aglais urticae,Butterfly
Biological Records Centre,NT2773,2007,Pieris rapae,Butterfly
Biological Records Centre,NT2773,2007,Aglais urticae,Butterfly
Biological Records Centre,NT2773,2007,Aglais urticae,Butterfly
Biological Records Centre,NT2873,2007,Pieris rapae,Butterfly
Biological Records Centre,NT2873,2007,Aglais urticae,Butterfly
Biological Records Centre,NT2873,2007,Aglais io,Butterfly
Butterfly Conservation,NT2773,2007,Aglais urticae,Butterfly
Butterfly Conservation,NT2773,2007,Aglais urticae,Butterfly
Butterfly Conservation,NT2873,2007,Aglais urticae,Butterfly
Butterfly Conservation,NT2773,2007,Aglais io,Butterfly
Butterfly Conservation,NT2773,2007,Pieris rapae,Butterfly
Butterfly Conservation,NT2773,2007,Aglais urticae,Butterfly
Butterfly Conservation,NT2873,2007,Pieris rapae,Butterfly
Butterfly Conservation,NT2270,2007,Polygonia c-album,Butterfly
Butterfly Conservation,NT2572,2007,Aglais io,Butterfly
Biological Records Centre,NT2873,2007,Maniola jurtina,Butterfly
Biological Records Centre,NT2873,2007,Maniola jurtina,Butterfly
Biological Records Centre,NT2873,2007,Aglais urticae,Butterfly
Biological Records Centre,NT2873,2007,Maniola jurtina,Butterfly
Biological Records Centre,NT2873,2007,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2873,2007,Maniola jurtina,Butterfly
Butterfly Conservation,NT2873,2007,Maniola jurtina,Butterfly
Butterfly Conservation,NT2872,2007,Maniola jurtina,Butterfly
Butterfly Conservation,NT2872,2007,Aglais urticae,Butterfly
Butterfly Conservation,NT2872,2007,Aphantopus hyperantus,Butterfly
Butterfly Conservation,NT2872,2007,Maniola jurtina,Butterfly
Butterfly Conservation,NT2570,2007,Polygonia c-album,Butterfly
Butterfly Conservation,NT2570,2007,Aglais io,Butterfly
Butterfly Conservation,NT2571,2007,Aglais io,Butterfly
Butterfly Conservation,NT2571,2007,Pieris rapae,Butterfly
Butterfly Conservation,NT2570,2007,Aglais io,Butterfly
Biological Records Centre,NT2773,2007,Lycaena phlaeas,Butterfly
Butterfly Conservation,NT2671,2007,Papilio machaon,Butterfly
Biological Records Centre,NT2673,2007,Aglais urticae,Butterfly
Biological Records Centre,NT2673,2007,Aglais urticae,Butterfly
Biological Records Centre,NT2673,2007,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2673,2007,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2673,2007,Aglais urticae,Butterfly
Biological Records Centre,NT2673,2007,Aglais io,Butterfly
Butterfly Conservation,NT2673,2007,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2873,2007,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2873,2007,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2873,2007,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2873,2007,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2873,2007,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2873,2007,Vanessa atalanta,Butterfly
Biological Records Centre,NT2873,2007,Maniola jurtina,Butterfly
Biological Records Centre,NT2873,2007,Aphantopus hyperantus,Butterfly
Butterfly Conservation,NT2873,2007,Aphantopus hyperantus,Butterfly
Butterfly Conservation,NT2873,2007,Aphantopus hyperantus,Butterfly
Butterfly Conservation,NT2873,2007,Vanessa atalanta,Butterfly
Butterfly Conservation,NT2873,2007,Aphantopus hyperantus,Butterfly
Butterfly Conservation,NT2873,2007,Aphantopus hyperantus,Butterfly
Butterfly Conservation,NT2873,2007,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2673,2007,Aglais urticae,Butterfly
Biological Records Centre,NT2673,2007,Aglais urticae,Butterfly
Biological Records Centre,NT2673,2007,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2773,2007,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2673,2007,Maniola jurtina,Butterfly
Biological Records Centre,NT2673,2007,Hipparchia semele,Butterfly
Biological Records Centre,NT2673,2007,Maniola jurtina,Butterfly
Biological Records Centre,NT2773,2007,Aglais urticae,Butterfly
Biological Records Centre,NT2773,2007,Maniola jurtina,Butterfly
Biological Records Centre,NT2773,2007,Maniola jurtina,Butterfly
Biological Records Centre,NT2773,2007,Maniola jurtina,Butterfly
Biological Records Centre,NT2673,2007,Hipparchia semele,Butterfly
Biological Records Centre,NT2773,2007,Maniola jurtina,Butterfly
Biological Records Centre,NT2773,2007,Polygonia c-album,Butterfly
Biological Records Centre,NT2673,2007,Hipparchia semele,Butterfly
Biological Records Centre,NT2773,2007,Aglais urticae,Butterfly
Biological Records Centre,NT2873,2007,Maniola jurtina,Butterfly
Biological Records Centre,NT2873,2007,Maniola jurtina,Butterfly
Biological Records Centre,NT2873,2007,Coenonympha pamphilus,Butterfly
Biological Records Centre,NT2873,2007,Maniola jurtina,Butterfly
Biological Records Centre,NT2873,2007,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2873,2007,Maniola jurtina,Butterfly
Biological Records Centre,NT2673,2007,Maniola jurtina,Butterfly
Butterfly Conservation,NT2873,2007,Maniola jurtina,Butterfly
Butterfly Conservation,NT2872,2007,Coenonympha pamphilus,Butterfly
Butterfly Conservation,NT2873,2007,Aphantopus hyperantus,Butterfly
Butterfly Conservation,NT2773,2007,Lycaena phlaeas,Butterfly
Butterfly Conservation,NT2673,2007,Lycaena phlaeas,Butterfly
Butterfly Conservation,NT2773,2007,Aglais urticae,Butterfly
Butterfly Conservation,NT2773,2007,Polygonia c-album,Butterfly
Butterfly Conservation,NT2673,2007,Hipparchia semele,Butterfly
Butterfly Conservation,NT2773,2007,Maniola jurtina,Butterfly
Butterfly Conservation,NT2873,2007,Maniola jurtina,Butterfly
Biological Records Centre,NT2773,2007,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2773,2007,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2773,2007,Aglais io,Butterfly
Biological Records Centre,NT2773,2007,Aglais io,Butterfly
Butterfly Conservation,NT2773,2007,Lycaena phlaeas,Butterfly
Butterfly Conservation,NT2773,2007,Aglais io,Butterfly
Biological Records Centre,NT2673,2007,Coenonympha pamphilus,Butterfly
Biological Records Centre,NT2673,2007,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2673,2007,Aglais urticae,Butterfly
Biological Records Centre,NT2673,2007,Coenonympha pamphilus,Butterfly
Biological Records Centre,NT2673,2007,Coenonympha pamphilus,Butterfly
Biological Records Centre,NT2673,2007,Coenonympha pamphilus,Butterfly
Biological Records Centre,NT2673,2007,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2673,2007,Vanessa cardui,Butterfly
Biological Records Centre,NT2773,2007,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2773,2007,Coenonympha pamphilus,Butterfly
Biological Records Centre,NT2773,2007,Pieris napi,Butterfly
Biological Records Centre,NT2773,2007,Aglais urticae,Butterfly
Biological Records Centre,NT2773,2007,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2773,2007,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2773,2007,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2773,2007,Aglais urticae,Butterfly
Biological Records Centre,NT2873,2007,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2873,2007,Pieris napi,Butterfly
Biological Records Centre,NT2873,2007,Lycaena phlaeas,Butterfly
Biological Records Centre,NT2873,2007,Pieris rapae,Butterfly
Biological Records Centre,NT2873,2007,Vanessa cardui,Butterfly
Biological Records Centre,NT2873,2007,Pieris rapae,Butterfly
Biological Records Centre,NT2873,2007,Pieris rapae,Butterfly
Butterfly Conservation,NT2773,2007,Lycaena phlaeas,Butterfly
Butterfly Conservation,NT2773,2007,Pieris napi,Butterfly
Butterfly Conservation,NT2873,2007,Lycaena phlaeas,Butterfly
Butterfly Conservation,NT2772,2007,Vanessa cardui,Butterfly
Butterfly Conservation,NT2872,2007,Vanessa cardui,Butterfly
Butterfly Conservation,NT2772,2007,Coenonympha pamphilus,Butterfly
Butterfly Conservation,NT2872,2007,Pieris rapae,Butterfly
Butterfly Conservation,NT2773,2007,Lycaena phlaeas,Butterfly
Butterfly Conservation,NT2773,2007,Aglais urticae,Butterfly
Butterfly Conservation,NT2773,2007,Coenonympha pamphilus,Butterfly
Butterfly Conservation,NT2773,2007,Aglais urticae,Butterfly
Butterfly Conservation,NT2673,2007,Lycaena phlaeas,Butterfly
Butterfly Conservation,NT2773,2007,Lycaena phlaeas,Butterfly
Butterfly Conservation,NT2872,2007,Lycaena phlaeas,Butterfly
Butterfly Conservation,NT2872,2007,Pieris napi,Butterfly
Butterfly Conservation,NT2873,2007,Pieris rapae,Butterfly
Butterfly Conservation,NT2873,2007,Pieris rapae,Butterfly
Biological Records Centre,NT2673,2007,Aglais urticae,Butterfly
Biological Records Centre,NT2673,2007,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2673,2007,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2673,2007,Polyommatus icarus,Butterfly
Biological Records Centre,NT2673,2007,Aglais urticae,Butterfly
Biological Records Centre,NT2673,2007,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2673,2007,Vanessa cardui,Butterfly
Biological Records Centre,NT2673,2007,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2673,2007,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2673,2007,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2673,2007,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2673,2007,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2673,2007,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2673,2007,Maniola jurtina,Butterfly
Biological Records Centre,NT2773,2007,Maniola jurtina,Butterfly
Biological Records Centre,NT2773,2007,Polyommatus icarus,Butterfly
Biological Records Centre,NT2773,2007,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2773,2007,Maniola jurtina,Butterfly
Biological Records Centre,NT2773,2007,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2773,2007,Coenonympha pamphilus,Butterfly
Biological Records Centre,NT2773,2007,Maniola jurtina,Butterfly
Biological Records Centre,NT2773,2007,Coenonympha pamphilus,Butterfly
Biological Records Centre,NT2773,2007,Vanessa cardui,Butterfly
Biological Records Centre,NT2673,2007,Maniola jurtina,Butterfly
Biological Records Centre,NT2673,2007,Maniola jurtina,Butterfly
Biological Records Centre,NT2773,2007,Polyommatus icarus,Butterfly
Biological Records Centre,NT2773,2007,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2673,2007,Maniola jurtina,Butterfly
Biological Records Centre,NT2773,2007,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2773,2007,Aglais urticae,Butterfly
Biological Records Centre,NT2773,2007,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2773,2007,Aphantopus hyperantus,Butterfly
Biological Records Centre,NT2773,2007,Polyommatus icarus,Butterfly
Butterfly Conservation,NT2773,2007,Aphantopus hyperantus,Butterfly
Butterfly Conservation,NT2773,2007,Aphantopus hyperantus,Butterfly
Butterfly Conservation,NT2673,2007,Aphantopus hyperantus,Butterfly
Butterfly Conservation,NT2672,2007,Maniola jurtina,Butterfly
Butterfly Conservation,NT2673,2007,Aphantopus hyperantus,Butterfly
Butterfly Conservation,NT2773,2007,Coenonympha pamphilus,Butterfly
Butterfly Conservation,NT2772,2007,Polyommatus icarus,Butterfly
Butterfly Conservation,NT2672,2007,Aphantopus hyperantus,Butterfly
