Class,Order,Common Name,Country list,Region,system,biome,realm,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Aves,Charadriiformes,Common ringed plover / Ringed plover,Ghana,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,4910,2528,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Kittlitz's plover / Kittlitz's sandplover,Ghana,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,425,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Little tern,Ghana,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,616,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Common tern,Ghana,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,1164,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Royal tern,Ghana,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1480,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Caspian tern,Mauritania,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920,200,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Little tern,Ghana,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,1522,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Royal tern,Ghana,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980,1238,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Ruddy turnstone / Turnstone,Namibia,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,4600,,,,3993,1705,1259,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Sanderling,Namibia,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,10500,,,,8099,3767,3318,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Curlew sandpiper,Namibia,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,23000,,,,18606,14632,7827,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Little stint / Lesser stint,Namibia,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,2700,,,,4622,,6059,,,,,,,,,,,,,,,,
Aves,Charadriiformes,African oystercatcher,Namibia,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,133,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Kelp gull,Namibia,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,1576,3502,1494,,,,,,,,,,,,,,,,
Aves,Charadriiformes,King gull,Namibia,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,837,,285,,,,,,,,,,,,,,,,
Aves,Charadriiformes,King gull,Namibia,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,1645,817,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Great crested tern,Namibia,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,811,196,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Caspian tern,Namibia,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,50,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Audouin's gull,Morocco,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,4,0,0,0,7,0,75,115,9,26,39,19,0,33,34,0,,,,,,,,,
Aves,Charadriiformes,Yellow-legged gull,Morocco,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,10,,0,0,63,32,3,5,0,2,1,0,0,1,0,0,,,,,,,,,
Aves,Charadriiformes,Lesser black-backed gull,Morocco,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,244,,1392,1917,549,621,1793,335,1342,638,1000,1139,1132,1638,2220,160,15876,,,,,,,,
Aves,Charadriiformes,Sandwich tern,Morocco,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,5,10,30,0,21,14,32,86,6,10,14,27,32,16,16,0,,,,,,,,,
Aves,Charadriiformes,Audouin's gull,Morocco,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,4,0,0,0,0,3,8,6,30,0,37,145,123,279,0,23,425,292,,,,,,,,,,,,,,
Aves,Charadriiformes,Yellow-legged gull,Morocco,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,600,0,1,0,0,1500,0,0,1050,0,0,30,29,14,0,640,0,32,,,,,,,,,,,,,,
Aves,Charadriiformes,Lesser black-backed gull,Morocco,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,200,0,80,1695,1500,1500,161,814,900,30,1460,8641,6337,2000,0,160,1240,2504,,,,,,,,,,,,,,
Aves,Charadriiformes,Sandwich tern,Morocco,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,59,0,1,3,2,14,8,0,12,0,11,150,97,128,0,30,93,24,,,,,,,,,,,,,,
Aves,Charadriiformes,Caspian tern,South Africa,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,2,62,46,52,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Great crested tern,"South Africa, Namibia",Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,4610,,,,,,1836,1449,4729,3431,4172,4652,,2320,3082,4437,5668,5121,6883,6288,7369,7599,10130,8023,13235,,,,,,
Aves,Charadriiformes,Kelp gull,South Africa,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,6341,,,,,,,,,,,,,,,12028,11560,15122,14692,13900,16016,15991,17552,15937,12965,13298,11962,12707,,,,,,,,,
Aves,Charadriiformes,Curlew sandpiper,South Africa,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,25390,22922,22597,16429,20974,19935,15974,16558,18831,17078,,24156,19545,20714,16299,16299,17857,18442,11818,14351,14026,11039,18247,14026,,8052,,20974,,,,,,,,,,,
Aves,Charadriiformes,Sanderling,South Africa,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,685,1755,1755,2616,2334,1418,1711,1523,2268,2052,1234,944,1003,1144,223,556,1496,223,772,70,1798,2781,1966,529,,1661,944,1657,,,,,,,,,,,
Aves,Charadriiformes,Knot / Red knot,South Africa,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,2685,2788,1952,3750,2823,6194,3728,2240,2217,3270,3717,4438,4496,787,2722,1108,2138,250,90,948,548,834,211,360,,1923,549,86,,,,,,,,,,,
Aves,Charadriiformes,Bar-tailed godwit,South Africa,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,33,190,550,163,452,186,197,31,115,298,542,24,316,1059,1257,382,287,549,168,617,376,572,647,301,,335,665,144,,,,,,,,,,,
Aves,Charadriiformes,Whimbrel,South Africa,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,471,633,469,435,440,426,469,156,469,299,388,599,769,454,985,749,922,1151,529,470,1192,676,1015,597,,518,275,733,,,,,,,,,,,
Aves,Charadriiformes,Knot / Red knot,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,10000,6200,7500,5500,7000,,1500,1200,900,,,,,,,,,,,
Aves,Charadriiformes,Knot / Red knot,United States,North America,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,1200,550,1532,1378,,,,,
Aves,Charadriiformes,Bridled tern,Antigua And Barbuda,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,50,,,,,79,180,,,181,,,,
Aves,Charadriiformes,Brown noddy / Common noddy,Antigua And Barbuda,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,9,,16,,,,
Aves,Charadriiformes,Laughing gull,Antigua And Barbuda,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,40,,,76,,,,200,,200,,,,
Aves,Charadriiformes,Sooty tern,Antigua And Barbuda,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,431,,,,500,,,,
Aves,Ciconiiformes,Eurasian spoonbill,Mauritania,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,553,336,,,,,,,,,,,,,,,,,
Aves,Ciconiiformes,Eurasian spoonbill,Senegal,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,73,157,63,,,,,,,,,,,,,,,,
Actinopterygii,Clupeiformes,South african anchovy,South Africa,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,1.53,1.39,2.51,2.09,1.59,0.79,0.67,2.41,2.15,1.08,0.67,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Clupeiformes,South african anchovy,South Africa,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,1.53,1.39,2.51,2.09,1.59,0.79,0.67,2.41,2.15,1.08,0.67,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Clupeiformes,Brazilian sardine,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,394,394,302,249,195,278,371,407,317,255,177,165,118,161,209,166,,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Clupeiformes,Brazilian sardine,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,394,394,302,249,195,278,371,407,317,255,177,165,118,161,209,166,,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Clupeiformes,Pacific sardine / South American pilchard,South Africa,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,17100,2800,6000,8400,26800,61200,84500,193800,,,,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Clupeiformes,Pacific sardine / South American pilchard,South Africa,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,17100,2800,6000,8400,26800,61200,84500,193800,,,,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Clupeiformes,Jenyns's sprat,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,2.49,1.18,,,,,,,,,,,,,,,
Actinopterygii,Clupeiformes,Jenyns's sprat,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,2.49,1.18,,,,,,,,,,,,,,,
Actinopterygii,Clupeiformes,Brazilian menhaden,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,5.42,,2.02,12.06,,,,,,,,,,,,,,,
Actinopterygii,Clupeiformes,Atlantic sabretooth anchovy,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,0.76,0.11,,,,,,,,,,,,,,,
Actinopterygii,Clupeiformes,Atlantic sabretooth anchovy,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,0.76,0.11,,,,,,,,,,,,,,,
Actinopterygii,Clupeiformes,Marini's anchovy,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,2.42,,,,,,,,,,,,,,,
Actinopterygii,Clupeiformes,Marini's anchovy,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,2.42,,,,,,,,,,,,,,,
Elasmobranchii,Lamniformes,Shortfin mako,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,0.452,0.178,0.799,0.363,0.423,0.261,0.926,1.062,0.881,0.326,1.317,1.027,1.909,0.817,0.302,0.162,0.872,1.305,1.166,0.758,1.584,1.113,0.618,1.42,2.157,1.63,1.831,1.62,1.719,,,,,,,,
Elasmobranchii,Lamniformes,Shortfin mako,United States,North America,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,0.06,0.13,0.04,0.06,0.17,0.34,0.24,0.17,0.19,0.25,0.16,0.44,0.55,0.21,0.4,0.22,0.2,0.34,0.18,0.36,0.19,0.12,0.07,0.14,0.13,0.19,0.2,0.03,0.14,0.23,,,,
Elasmobranchii,Lamniformes,Shortfin mako,"United States, International Waters",North America,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,1.147,0.867,0.582,0.911,0.528,0.657,0.502,0.547,0.875,0.739,0.943,0.748,1.276,0.854,0.96,1.081,0.755,1.594,1.006,,,,
Elasmobranchii,Lamniformes,Shortfin mako,"Uruguay, International Waters",Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,76.744,29.719,14.107,10.829,12.242,22.968,16.56,15.389,31.026,30.2,,38.403,78.3,68.372,33.22,47.013,33.645,46.891,71.37,73.866,54.921,60.82,55.151,47.023,48.523,32.974,32.317,50.461,74.197,,,,
Actinopterygii,Mugiliformes,Mullet,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,28.86,,4.22,62.67,,,,,,,,,,,,,,,
Actinopterygii,Mugiliformes,Silver mullet / White mullet,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,33.75,,0.55,19.03,,,,,,,,,,,,,,,
Actinopterygii,Mugiliformes,Redeye mullet,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,,0.15,5.57,,,,,,,,,,,,,,,
Aves,Pelecaniformes,Bank cormorant,South Africa,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,1506,,,,,,,,,,,,,,,,,1153,,,,,,,,,,,,,,,,,,
Aves,Pelecaniformes,Bank cormorant,"Namibia, South Africa",Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,8672,,,,,,,,,,,,,,,,,4888,,,,,,,,,,,,,,,,,,
Aves,Pelecaniformes,Cape gannet,"South Africa, Namibia",Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,158757,,,,,,144885,128720,,160567,170550,179118,,80000,140318,143562,,158651,,,137731,,,160823,,134305,,145008,,,,,,,,
Aves,Pelecaniformes,Red-footed booby,Cayman Islands,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,2800,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,
Aves,Pelecaniformes,Red-footed booby,Cayman Islands,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,2800,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,
Aves,Pelecaniformes,Magnificent frigatebird,Cayman Islands,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,150,,,150,,,,,,,,,,375,375,,,,,,,,,,,,,,,,,
Aves,Pelecaniformes,Magnificent frigatebird,Cayman Islands,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,150,,,150,,,,,,,,,,375,375,,,,,,,,,,,,,,,,,
Aves,Pelecaniformes,Brown booby,Cayman Islands,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,360,,,,,,,,,,,,,65,60,,,,,,,,,,,,,,,,,
Aves,Pelecaniformes,Brown booby,Cayman Islands,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,360,,,,,,,,,,,,,65,60,,,,,,,,,,,,,,,,,
Aves,Pelecaniformes,Great white pelican,Mauritania,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,1209,940,,,,,,,,,,,,,,,,,
Aves,Pelecaniformes,Great white pelican,Mauritania,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,1209,940,,,,,,,,,,,,,,,,,
Aves,Pelecaniformes,Cape cormorant,Namibia,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,36544,11704,,,,,,,,,,,,,,,,,
Aves,Pelecaniformes,Cape cormorant,Namibia,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,36544,11704,,,,,,,,,,,,,,,,,
Aves,Pelecaniformes,Cape cormorant,Namibia,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10850,,,,,,,,,,,,,,,,
Aves,Pelecaniformes,Cape cormorant,Namibia,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10850,,,,,,,,,,,,,,,,
Aves,Pelecaniformes,Ascension frigatebird,"Saint Helena, Ascension And Tristan Da Cunha",Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6129,6408,,,,,,,,,,,,
Aves,Pelecaniformes,Ascension frigatebird,"Saint Helena, Ascension And Tristan Da Cunha",Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6129,6408,,,,,,,,,,,,
Aves,Pelecaniformes,Neotropic cormorant,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,250,10,340,,,,,,,,,,,,
Aves,Pelecaniformes,Cape gannet,South Africa,Africa,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,54845,45507,46588,,41963,42730,,16316,,24165,,,,,,,,
Aves,Pelecaniformes,Brown booby,Antigua And Barbuda,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,50,,,,,79,180,,,181,,,,
Actinopterygii,Perciformes,Red snapper,United States,North America,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,11.5,11.52,11.6,11.9,13,13.5,15,16.5,16,,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Swordfish,"International Waters, Canada, United States, Ireland, United Kingdom",International Waters,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,34.3,33.057,29.362,28.668,28.888,25.122,22.592,21.423,19.641,15.651,11.941,11.633,11.206,11.343,11.19,10.194,9.54,7.67,,,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Atlantic bluefin tuna / Northern bluefin tuna,"United States, Mexico, Bahamas",North America,Marine,Unknown,Atlantic tropical and subtropical,,57000,54500,51000,50000,49000,47500,45000,41500,39500,37000,34500,31800,29000,26000,24000,21500,20000,18500,16000,15000,12500,11000,10000,9500,9000,9000,10000,11000,11500,12000,11500,10000,9000,8000,,,,,,,,,,
Actinopterygii,Perciformes,White croaker / Whitemouth croaker,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,1.03,1.32,0.93,1.03,1.3,1.02,1.12,0.7,0.65,0.53,0.5,0.37,,0.32,0.36,0.42,0.31,0.3,0.11,0.11,0.18,0.2,0.25,0.26,0.22,0.23,0.23,,,,,,,,,,,,
Actinopterygii,Perciformes,White croaker / Whitemouth croaker,Uruguay,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,1.04,1.51,1.85,1.34,1.08,0.9,0.8,0.91,0.99,1.14,0.91,0.73,0.78,0.81,0.76,0.78,0.65,,,,,,,,,,,,
Actinopterygii,Perciformes,Southern red snapper,"Venezuela, Bolivarian Republic Of, Trinidad And Tobago",Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,10,10.5,11.4,5.3,4.75,3.8,3.2,4.2,5,5.2,6,4,3.2,4.8,3.4,3,4.4,1.8,3.1,2.5,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Yellowedge grouper,"Venezuela, Bolivarian Republic Of, Trinidad And Tobago",Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,0.204,0.179,0.162,0.15,0.144,0.156,0.135,0.163,0.154,0.16,0.16,0.1,0.129,0.058,0.033,0.087,0.096,0.1004,0.11,0.05,,,,,,,,,,,,,,
Actinopterygii,Perciformes,White croaker / Whitemouth croaker,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,,1.95,3.92,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Southern kingcroaker,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.02,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Southern pompano,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,0.19,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Mottled mojarra,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,,,1.51,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Gulf kingcroaker,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,0.01,0.1,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Argentine croaker,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.66,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Largehead hairtail,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Highfin goby,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,0.01,0.01,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Permit,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,0.01,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Black margate,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2511,1.2556,2.0807,,0.1435,,,,,,,,,
Actinopterygii,Perciformes,Black margate,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1973,1.2197,0.1256,,0.8789,,,,,,,,,
Actinopterygii,Perciformes,Black margate,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6099,0.1256,,,,,,,,,,,,
Actinopterygii,Perciformes,Porkfish,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1614,0.2825,0.1614,0.1614,0.1076,,,,,,,,,
Actinopterygii,Perciformes,Porkfish,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1614,0.5247,0.3094,0.6457,0.2018,,,,,,,,,
Actinopterygii,Perciformes,Porkfish,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1703,1.4664,0.3901,0.5112,0.5112,,,,,,,,,
Actinopterygii,Perciformes,Porkfish,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3363,0.1345,0.0807,0.2691,0.2691,,,,,,,,,
Actinopterygii,Perciformes,Blue runner,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,2.5,,,,,,,,,,,,
Actinopterygii,Perciformes,Blue runner,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,,,0.86,,,,,,,,,
Actinopterygii,Perciformes,Blue runner,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,1.06,,1.75,,,,,,,,,,
Actinopterygii,Perciformes,Black grouper,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.73,1.64,1.8,,,,,,,,,
Actinopterygii,Perciformes,Black grouper,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,1.04,0.15,0.63,1.15,,,,,,,,,
Actinopterygii,Perciformes,Black grouper,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.63,,0.99,,,,,,,,,
Actinopterygii,Perciformes,Black grouper,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,0.83,0.3,1.05,0.17,,,,,,,,,
Actinopterygii,Perciformes,Yellowtail snapper,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.43,0.88,1.51,1.09,,,,,,,,,
Actinopterygii,Perciformes,Yellowtail snapper,Brazil,Latin America and Caribbean,Marine,Unknown,Atlantic tropical and subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.37,0.36,0.92,0.24,,,,,,,,,
